Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Attention Deficit Disorder	C0041671	BHLHE40	8553	O14503	basic helix-loop-helix family member e40	Transcription factor	113	0.544	0.731	0.99444	0.01		1.0	1	0	2017.0	2017.0
Attention Deficit Disorder	C0041671	SLC39A13	91252	Q96H72	solute carrier family 39 member 13	Transporter	67	0.666	0.538	0.0025092	0.01		1.0	1	0	2016.0	2016.0
Attention Deficit Disorder	C0041671	ZNF804A	91752	Q7Z570	zinc finger protein 804A		53	0.647	0.654	0.0055255	0.01		1.0	1	1	2019.0	2019.0
Attention Deficit Disorder	C0041671	TGM5	9333	O43548	transglutaminase 5	Enzyme	48	0.656	0.615	2.4183e-25	0.01		1.0	1	0	2016.0	2016.0
Attention Deficit Disorder	C0041671	CD38	952	P28907	CD38 molecule	Enzyme	473	0.407	0.885	2.3129e-06	0.01		1.0	1	0	2007.0	2007.0
Attention Deficit Disorder	C0041671	CARTPT	9607	Q16568	CART prepropeptide		115	0.576	0.692	0.093729	0.01		1.0	1	0	2008.0	2008.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	BTBD9	114781	Q96Q07	BTB domain containing 9		27	0.691	0.423	7.0655e-09	0.01		1.0	1	1	2009.0	2009.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	DRD4	1815	P21917	dopamine receptor D4	G-protein coupled receptor	189	0.517	0.577	9.3362e-09	0.01		1.0	1	0	2016.0	2016.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	NR0B1	190	P51843	nuclear receptor subfamily 0 group B member 1	Nuclear receptor	222	0.494	0.808	0.97025	0.01		1.0	1	0	2013.0	2013.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	OTP	23440	Q5XKR4	orthopedia homeobox		22	0.743	0.423	0.74039	0.01		1.0	1	0	2017.0	2017.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	GJB2	2706	P29033	gap junction protein beta 2	Cell-cell junction	392	0.441	0.846	6.562e-16	0.01		1.0	1	0	2006.0	2006.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	KIDINS220	57498	Q9ULH0	kinase D interacting substrate 220		145	0.534	0.769	0.073562	0.01		1.0	1	0	2016.0	2016.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	PTPRG	5793	P23470	protein tyrosine phosphatase receptor type G	Enzyme	70	0.619	0.731	5.0736e-06	0.01		1.0	1	0	2016.0	2016.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	SLC6A8	6535	P48029	solute carrier family 6 member 8	Transporter	274	0.476	0.846	0.99778	0.01		1.0	1	0	2010.0	2010.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	SLC39A13	91252	Q96H72	solute carrier family 39 member 13	Transporter	67	0.666	0.538	0.0025092	0.01		1.0	1	0	2016.0	2016.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	TGM5	9333	O43548	transglutaminase 5	Enzyme	48	0.656	0.615	2.4183e-25	0.01		1.0	1	0	2016.0	2016.0
Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type	C0339002	CARTPT	9607	Q16568	CART prepropeptide		115	0.576	0.692	0.093729	0.01		1.0	1	0	2008.0	2008.0
Adult attention deficit hyperactivity disorder	C0865424	CDH13	1012	P55290	cadherin 13		205	0.501	0.846	0.0007058	0.01		1.0	1	0	2013.0	2013.0
Adult attention deficit hyperactivity disorder	C0865424	TPH2	121278	Q8IWU9	tryptophan hydroxylase 2		137	0.546	0.654	2.5364e-07	0.01		1.0	1	0	2010.0	2010.0
Adult attention deficit hyperactivity disorder	C0865424	DGKH	160851	Q86XP1	diacylglycerol kinase eta	Kinase	39	0.678	0.346	0.026429	0.01		1.0	1	2	2017.0	2017.0
Adult attention deficit hyperactivity disorder	C0865424	DRD3	1814	P35462	dopamine receptor D3	G-protein coupled receptor	199	0.529	0.692	0.0023694	0.01		1.0	1	1	2002.0	2002.0
Adult attention deficit hyperactivity disorder	C0865424	DRD4	1815	P21917	dopamine receptor D4	G-protein coupled receptor	189	0.517	0.577	9.3362e-09	0.01		1.0	1	0	2000.0	2000.0
Adult attention deficit hyperactivity disorder	C0865424	DRD5	1816	P21918	dopamine receptor D5	G-protein coupled receptor	73	0.603	0.423	1.348e-16	0.01		1.0	1	0	2008.0	2008.0
Adult attention deficit hyperactivity disorder	C0865424	ADGRL3	23284	Q9HAR2	adhesion G protein-coupled receptor L3	G-protein coupled receptor	25	0.729	0.385	1.0	0.01		1.0	1	1	2019.0	2019.0
Adult attention deficit hyperactivity disorder	C0865424	HTR1A	3350	P08908	5-hydroxytryptamine receptor 1A	G-protein coupled receptor	229	0.522	0.846	0.19956	0.01		1.0	1	1	2010.0	2010.0
Adult attention deficit hyperactivity disorder	C0865424	KRT7	3855	P08729	keratin 7		287	0.463	0.808	3.0861e-12	0.01		1.0	1	0	2018.0	2018.0
Adult attention deficit hyperactivity disorder	C0865424	SCLY	51540	Q96I15	selenocysteine lyase	Enzyme	161	0.53	0.731	2.3341e-09	0.01		1.0	1	0	2018.0	2018.0
Adult attention deficit hyperactivity disorder	C0865424	BDNF	627	P23560	brain derived neurotrophic factor	Signaling	992	0.345	0.923	0.65626	0.01		1.0	1	0	2008.0	2008.0
Adult attention deficit hyperactivity disorder	C0865424	SLC6A2	6530	P23975	solute carrier family 6 member 2	Transporter	238	0.49	0.846	0.081524	0.01		1.0	1	0	2019.0	2019.0
Adult attention deficit hyperactivity disorder	C0865424	SLC6A3	6531	Q01959	solute carrier family 6 member 3	Transporter	373	0.453	0.885	0.99758	0.01		1.0	1	0	2016.0	2016.0
Adult attention deficit hyperactivity disorder	C0865424	SLC6A4	6532	P31645	solute carrier family 6 member 4	Transporter	440	0.429	0.808	0.24602	0.01		1.0	1	0	2010.0	2010.0
Adult attention deficit hyperactivity disorder	C0865424	SNAP25	6616	P60880	synaptosome associated protein 25	Transporter	283	0.489	0.808	0.98653	0.01		1.0	1	0	2016.0	2016.0
Adult attention deficit hyperactivity disorder	C0865424	TAL1	6886	P17542	TAL bHLH transcription factor 1, erythroid differentiation factor	Transcription factor	202	0.505	0.731	0.5659	0.01		1.0	1	0	2018.0	2018.0
Adult attention deficit hyperactivity disorder	C0865424	SYN3	8224	O14994	synapsin III	Cellular structure	38	0.686	0.462	0.0018871	0.01		1.0	1	0	2013.0	2013.0
Adult attention deficit hyperactivity disorder	C0865424	LIN7A	8825	O14910	lin-7 homolog A, crumbs cell polarity complex component	Cell-cell junction	24	0.736	0.385	1.1286e-07	0.01		1.0	1	0	2008.0	2008.0
Adult attention deficit hyperactivity disorder	C0865424	ADIPOQ	9370	Q15848	adiponectin, C1Q and collagen domain containing		679	0.376	0.885	4.6434e-09	0.01		1.0	1	0	2014.0	2014.0
Adult attention deficit hyperactivity disorder	C0865424	CLOCK	9575	O15516	clock circadian regulator		309	0.463	0.885	0.99957	0.01		1.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	BCL2L10	10017	Q9HD36	BCL2 like 10	Signaling	45	0.65	0.654	0.01076	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	MIR3171	100422830		microRNA 3171		2	0.931	0.115		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	LINC01672	100505887		long intergenic non-protein coding RNA 1672		268	0.462	0.846		0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	LUCAT1	100505994		lung cancer associated transcript 1		60	0.612	0.577		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	TMX2-CTNND1	100528016		TMX2-CTNND1 readthrough (NMD candidate)		138	0.538	0.769		0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	PSC	100653366		Cholangitis, primary sclerosing		67	0.603	0.731		0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	MIR5692B	100847013		microRNA 5692b		1	1.0	0.038		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	CDH11	1009	P55287	cadherin 11		203	0.512	0.808	0.9999	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	RASGRP1	10125	O95267	RAS guanyl releasing protein 1	Enzyme modulator	110	0.572	0.731	0.96554	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	TSHZ1	10194	Q6ZSZ6	teashirt zinc finger homeobox 1	Transcription factor	99	0.569	0.731	0.9973	0.01		1.0	1	0	2012.0	2012.0
Attention deficit hyperactivity disorder	C1263846	PSMD14	10213	O00487	proteasome 26S subunit, non-ATPase 14	Enzyme	29	0.716	0.308	0.97662	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	GPHN	10243	Q9NQX3	gephyrin		104	0.608	0.538	0.99998	0.01		1.0	1	0	2015.0	2015.0
Attention deficit hyperactivity disorder	C1263846	RIDA	10247	P52758	reactive intermediate imine deaminase A homolog		72	0.606	0.769	0.067892	0.01		1.0	1	0	1999.0	1999.0
Attention deficit hyperactivity disorder	C1263846	ZFPM2-AS1	102723356		ZFPM2 antisense RNA 1		32	0.736	0.385		0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	CACNG2	10369	Q9Y698	calcium voltage-gated channel auxiliary subunit gamma 2	Ion channel	24	0.729	0.385	0.92315	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	CIB1	10519	Q99828	calcium and integrin binding 1		275	0.458	0.769	0.00032612	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	THRA1/BTR	105371807		uncharacterized LOC105371807		29	0.686	0.654		0.01		1.0	1	0	2001.0	2001.0
Attention deficit hyperactivity disorder	C1263846	LOC105379528	105379528		uncharacterized LOC105379528		55	0.617	0.615		0.01		1.0	1	0	2007.0	2007.0
Attention deficit hyperactivity disorder	C1263846	SH2B2	10603	O14492	SH2B adaptor protein 2		59	0.623	0.731	1.4932e-05	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	NRG3	10718	P56975	neuregulin 3	Signaling	43	0.67	0.615	0.10947	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	WASF3	10810	Q9UPY6	WASP family member 3	Cellular structure	83	0.595	0.769	0.54018	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	PDE10A	10846	Q9Y233	phosphodiesterase 10A		97	0.619	0.615	0.99986	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	RAB40B	10966	Q12829	RAB40B, member RAS oncogene family		99	0.563	0.731	8.6559e-06	0.01		1.0	1	0	2005.0	2005.0
Attention deficit hyperactivity disorder	C1263846	TRIM31	11074	Q9BZY9	tripartite motif containing 31		61	0.626	0.577	4.3248e-06	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	STIN2-VNTR	110806307		serotonin transporter intronic VNTR enhancer		55	0.636	0.538		0.01		1.0	1	0	2005.0	2005.0
Attention deficit hyperactivity disorder	C1263846	CORO1A	11151	P31146	coronin 1A	Cellular structure	102	0.564	0.692	0.97024	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder	C1263846	NUDT3	11165	O95989	nudix hydrolase 3	Enzyme	10	0.861	0.269	0.42531	0.01		1.0	1	1	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	NISCH	11188	Q9Y2I1	nischarin	Enzyme modulator	49	0.656	0.577	0.99443	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	SEC23IP	11196	Q9Y6Y8	SEC23 interacting protein	Enzyme	4	0.931	0.115	1.9318e-05	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	HRH3	11255	Q9Y5N1	histamine receptor H3	G-protein coupled receptor	60	0.647	0.462	0.04081	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	PARK7	11315	Q99497	Parkinsonism associated deglycase	Enzyme	161	0.535	0.808	0.75335	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	CHRNB3	1142	Q05901	cholinergic receptor nicotinic beta 3 subunit	Ion channel	28	0.705	0.308	8.5898e-06	0.01		1.0	1	1	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	CHRNB4	1143	P30926	cholinergic receptor nicotinic beta 4 subunit	Ion channel	75	0.644	0.423	0.1427	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	XKR4	114786	Q5GH76	XK related 4		17	0.821	0.154	0.99912	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	H3P40	115482723		H3 histone pseudogene 40		175	0.506	0.846		0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	THEM4	117145	Q5T1C6	thioesterase superfamily member 4		33	0.674	0.462	3.8919e-07	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	DCD	117159	P81605	dermcidin		64	0.619	0.654	0.00015781	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder	C1263846	CLTA	1211	P09496	clathrin light chain A	Transporter	55	0.628	0.654	0.96319	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	CNTFR	1271	P26992	ciliary neurotrophic factor receptor	Signaling	19	0.722	0.385	0.95549	0.01		1.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	CNTN1	1272	Q12860	contactin 1		81	0.599	0.577	0.15131	0.01		0.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	SYT2	127833	Q8N9I0	synaptotagmin 2	Transporter	94	0.647	0.538	0.98133	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	RBM45	129831	Q8IUH3	RNA binding motif protein 45		557	0.383	0.846	2.1132e-10	0.01		1.0	1	0	2001.0	2001.0
Attention deficit hyperactivity disorder	C1263846	CORD1	1319		cone rod dystrophy 1 (autosomal dominant)		19	0.722	0.423		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	ADM	133	P35318	adrenomedullin	Signaling	405	0.436	0.808	0.040831	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	CPT2	1376	P23786	carnitine palmitoyltransferase 2	Enzyme	187	0.542	0.769	4.598e-10	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	CREM	1390	Q03060	cAMP responsive element modulator		100	0.575	0.692	0.50878	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder	C1263846	BPIFA2	140683	Q96DR5	BPI fold containing family A member 2		80	0.608	0.808	8.0124e-07	0.01		1.0	1	0	1999.0	1999.0
Attention deficit hyperactivity disorder	C1263846	CRY1	1407	Q16526	cryptochrome circadian regulator 1	Enzyme	91	0.585	0.769	1.662e-09	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	NRSN1	140767	Q8IZ57	neurensin 1		76	0.604	0.731	0.00030819	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder	C1263846	CSE1L	1434	P55060	chromosome segregation 1 like	Enzyme modulator	163	0.521	0.808	1.0	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	CSF2	1437	P04141	colony stimulating factor 2	Signaling	1028	0.33	0.962	0.83468	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	NCAN	1463	O14594	neurocan	Extracellular structure	44	0.67	0.5	0.068	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	ADRA1B	147	P35368	adrenoceptor alpha 1B	G-protein coupled receptor	55	0.686	0.5	0.13541	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	CTNND1	1500	O60716	catenin delta 1	Cellular structure	196	0.5	0.808	0.99999	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	ADRB2	154	P07550	adrenoceptor beta 2	G-protein coupled receptor	387	0.442	0.923	0.52545	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	FEZF1-AS1	154860		FEZF1 antisense RNA 1		45	0.644	0.615		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	CYP2B6	1555	P20813	cytochrome P450 family 2 subfamily B member 6		388	0.428	0.846	1.9303e-10	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	CYP2D7	1564	A0A087X1C5	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)		42	0.659	0.577		0.01		1.0	1	0	2003.0	2003.0
Attention deficit hyperactivity disorder	C1263846	CYP3A4	1576	P08684	cytochrome P450 family 3 subfamily A member 4	Enzyme	291	0.462	0.885	5.7979e-11	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	DGKH	160851	Q86XP1	diacylglycerol kinase eta	Kinase	39	0.678	0.346	0.026429	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	DAPK3	1613	O43293	death associated protein kinase 3	Kinase	72	0.612	0.654	0.0065541	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	BRINP1	1620	O60477	BMP/retinoic acid inducible neural specific 1		64	0.615	0.615	0.99251	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	OXER1	165140	Q8TDS5	oxoeicosanoid receptor 1	G-protein coupled receptor	169	0.529	0.923	7.3192e-08	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	DLG2	1740	Q15700	discs large MAGUK scaffold protein 2	Receptor	44	0.67	0.577	0.70796	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	DLX4	1748	Q92988	distal-less homeobox 4	Transcription factor	105	0.585	0.654	0.016921	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	AGA	175	P20933	aspartylglucosaminidase	Enzyme	143	0.57	0.808	4.2802e-06	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	DOCK3	1795	Q8IZD9	dedicator of cytokinesis 3		85	0.619	0.692	1.0	0.01		1.0	1	0	2003.0	2003.0
Attention deficit hyperactivity disorder	C1263846	AGT	183	P01019	angiotensinogen	Enzyme modulator	765	0.367	0.923	4.9706e-08	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	EDA	1896	Q92838	ectodysplasin A		150	0.553	0.808	0.97391	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	NR0B1	190	P51843	nuclear receptor subfamily 0 group B member 1	Nuclear receptor	222	0.494	0.808	0.97025	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	EGF	1950	P01133	epidermal growth factor		774	0.357	0.923	8.5294e-17	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	PRXL2C	195827	Q7RTV5	peroxiredoxin like 2C		5	0.89	0.115	1.0063e-07	0.01		1.0	1	1	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	EIF4EBP1	1978	Q13541	eukaryotic translation initiation factor 4E binding protein 1	Nucleic acid binding	201	0.494	0.885	0.20762	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	C9orf72	203228	Q96LT7	C9orf72-SMCR8 complex subunit		258	0.496	0.769	1.0647e-06	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	EPHA5	2044	P54756	EPH receptor A5	Kinase	61	0.626	0.615	7.2877e-05	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	ERBB2	2064	P04626	erb-b2 receptor tyrosine kinase 2	Kinase	995	0.328	0.923	0.0059892	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	AKT1	207	P31749	AKT serine/threonine kinase 1	Kinase	1250	0.311	0.962	0.9759	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder	C1263846	ALB	213	P02768	albumin	Transporter	1198	0.317	0.962	0.64329	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	FAAH	2166	O00519	fatty acid amide hydrolase		177	0.545	0.692	4.4449e-11	0.01		1.0	1	1	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	ALDH2	217	P05091	aldehyde dehydrogenase 2 family member	Enzyme	337	0.457	0.885	3.3959e-10	0.01		1.0	1	0	2010.0	2010.0
Attention deficit hyperactivity disorder	C1263846	FGF2	2247	P09038	fibroblast growth factor 2	Signaling	635	0.383	0.923	0.0184	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	FHIT	2272	P49789	fragile histidine triad diadenosine triphosphatase		337	0.444	0.846	0.0057055	0.01		1.0	1	1	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	FKBP5	2289	Q13451	FKBP prolyl isomerase 5	Enzyme	179	0.524	0.769	0.73393	0.01		1.0	1	5	2015.0	2015.0
Attention deficit hyperactivity disorder	C1263846	TRIM32	22954	Q13049	tripartite motif containing 32		113	0.587	0.769	0.0016684	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	VWA8	23078	A3KMH1	von Willebrand factor A domain containing 8		12	0.769	0.231	8.4114e-70	0.01		1.0	1	1	2010.0	2010.0
Attention deficit hyperactivity disorder	C1263846	CYFIP1	23191	Q7L576	cytoplasmic FMR1 interacting protein 1	Enzyme modulator	40	0.674	0.538	0.96816	0.01		0.0	1	1	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	RRS1	23212	Q15050	ribosome biogenesis regulator 1 homolog	Nucleic acid binding	42	0.656	0.5	0.17712	0.01		1.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	SYNM	23336	O15061	synemin		93	0.575	0.731	3.0339e-24	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	FN1	2335	P02751	fibronectin 1	Signaling	724	0.365	0.962	0.0014045	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	KCNH3	23416	Q9ULD8	potassium voltage-gated channel subfamily H member 3	Ion channel	6	0.89	0.269	0.99919	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	OTP	23440	Q5XKR4	orthopedia homeobox		22	0.743	0.423	0.74039	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	SMUG1	23583	Q53HV7	single-strand-selective monofunctional uracil-DNA glycosylase 1		1034	0.322	0.923	0.00045154	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	CADM1	23705	Q9BY67	cell adhesion molecule 1		205	0.491	0.769	0.66216	0.01		1.0	1	1	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	FRRS1L	23732	Q9P0K9	ferric chelate reductase 1 like		60	0.666	0.231	0.0014611	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	ABCA4	24	P78363	ATP binding cassette subfamily A member 4	Transporter	227	0.493	0.769	5.3499e-48	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	PRPF6	24148	O94906	pre-mRNA processing factor 6	Nucleic acid binding	76	0.621	0.538	0.0032101	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	GAST	2520	P01350	gastrin		236	0.485	0.808	0.0027394	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	FBXO33	254170	Q7Z6M2	F-box protein 33		2	0.931	0.115	0.99417	0.01		1.0	1	0	2015.0	2015.0
Attention deficit hyperactivity disorder	C1263846	NPNT	255743	Q6UXI9	nephronectin		55	0.659	0.654	2.7295e-10	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	TPSG1	25823	Q9NRR2	tryptase gamma 1	Enzyme	53	0.638	0.5	7.5883e-15	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	GALR1	2587	P47211	galanin receptor 1	G-protein coupled receptor	44	0.656	0.5	0.00053174	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	GCH1	2643	P30793	GTP cyclohydrolase 1	Enzyme	254	0.511	0.846	0.90292	0.01		1.0	1	0	2015.0	2015.0
Attention deficit hyperactivity disorder	C1263846	AGO1	26523	Q9UL18	argonaute RISC component 1		48	0.656	0.577	1.0	0.01		1.0	1	1	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	GFI1	2672	Q99684	growth factor independent 1 transcriptional repressor	Transcription factor	132	0.546	0.769	0.25492	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	AMH	268	P03971	anti-Mullerian hormone		242	0.476	0.846	3.3974e-12	0.01		0.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	AMPD1	270	P23109	adenosine monophosphate deaminase 1	Enzyme	106	0.573	0.692	1.9099e-21	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	CNTN6	27255	Q9UQ52	contactin 6	Receptor	36	0.678	0.462	9.0232e-31	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	ZNF544	27300	Q6NX49	zinc finger protein 544	Transcription factor	2	1.0	0.038	0.00099546	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	HTRA2	27429	O43464	HtrA serine peptidase 2		151	0.542	0.692	0.0035755	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	IGHV3OR16-7	28309		immunoglobulin heavy variable 3/OR16-7 (pseudogene)		98	0.566	0.654		0.01		1.0	1	0	2007.0	2007.0
Attention deficit hyperactivity disorder	C1263846	PRTG	283659	Q2VWP7	protogenin		6	0.861	0.154	1.1959e-07	0.01		0.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	IGHV3-69-1	28402		immunoglobulin heavy variable 3-69-1 (pseudogene)		102	0.561	0.654		0.01		1.0	1	0	2007.0	2007.0
Attention deficit hyperactivity disorder	C1263846	GPER1	2852	Q99527	G protein-coupled estrogen receptor 1	G-protein coupled receptor	180	0.505	0.731	0.57434	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	GRIA2	2891	P42262	glutamate ionotropic receptor AMPA type subunit 2	Ion channel	110	0.573	0.692	0.99916	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	GRIK5	2901	Q16478	glutamate ionotropic receptor kainate type subunit 5	Ion channel	9	0.792	0.231	0.99425	0.01		1.0	1	0	2019.0	2019.0
